OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
1336,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1337,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1338,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1339,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1340,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1341,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1342,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1343,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1344,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1345,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1346,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1347,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1348,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1349,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1350,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1351,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1352,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1353,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1354,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1355,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1356,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1357,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1358,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1359,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1360,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1361,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1362,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1363,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1364,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1365,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1366,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1367,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
