OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
1302,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1303,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1304,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1305,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1306,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1307,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1308,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1309,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1310,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1311,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1312,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1313,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1314,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1315,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1316,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1317,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1318,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1319,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1320,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1321,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1322,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1323,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1324,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1325,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1326,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1327,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1328,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1329,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1330,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1331,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1332,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1333,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1334,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1335,AVBc1,AVBc1,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
